caption,time,sharedPost/pageName/name,shares,engagements,cleaned_text,topic,topic_name
"MINDANAO WEATHER FORECAST #MINPRSD

ISSUED AT: 5:00 PM 21 September 2024
VALID UNTIL: 5:00 PM Tomorrow

SYNOPSIS: Localized thunderstorms affecting Mindanao.
TROPICAL CYCLONE OUTSIDE PAR AS OF 3:00 PM TODAY
TROPICAL DEPRESSION (formerly ""IGME"")
LOCATION: 550 KM NORTH OF ITBAYAT, BATANES (25.7°N, 122.5°E)
MAXIMUM SUSTAINED WINDS: 45 KM/H NEAR THE CENTER
GUSTINESS: UP TO 55 KM/H
MOVEMENT: NORTHWESTWARD AT 10 KM/H

FORECAST:
Mindanao will have partly cloudy to cloudy skies with isolated rainshowers or thunderstorms due to Localized Thunderstorms. Possible flash floods or landslides during severe thunderstorms. Light to moderate winds from the southeast to southwest with slight to moderate seas (0.6 to 2.5 meters).",2024-09-21T08:21:43.000Z,,1,8,mindanao weather forecast HASHTAG_minprsd issued pm september valid pm tomorrow synopsis localized thunderstorms affecting mindanao tropical cyclone outside par pm today tropical depression formerly igme location km north itbayat batanes maximum sustained winds kmh near center gustiness kmh movement northwestward kmh forecast mindanao partly cloudy cloudy skies isolated rainshowers thunderstorms due localized thunderstorms possible flash floods landslides severe thunderstorms light moderate winds southeast southwest slight moderate seas meters,9,Weather Advisory
"𝐋𝐎𝐎𝐊: 𝐓𝐈𝐍𝐀𝐆𝐎 𝐌𝐎𝐔𝐍𝐓𝐀𝐈𝐍 𝐑𝐄𝐒𝐎𝐑𝐓 𝐀𝐃𝐕𝐈𝐒𝐎𝐑𝐘

Due to 𝐓𝐫𝐨𝐩𝐢𝐜𝐚𝐥 𝐒𝐭𝐨𝐫𝐦 𝐊𝐫𝐢𝐬𝐭𝐢𝐧𝐞, the 𝐓𝐢𝐧𝐚𝐠𝐨 𝐌𝐨𝐮𝐧𝐭𝐚𝐢𝐧 𝐑𝐞𝐬𝐨𝐫𝐭 𝐢𝐬 𝐭𝐞𝐦𝐩𝐨𝐫𝐚𝐫𝐢𝐥𝐲 𝐜𝐥𝐨𝐬𝐞𝐝 to ensure the safety of our guests and staff. 

According to the latest PAGASA bulletin issued at 11:00 am, 22 October 2024, the storm is currently located 390 km east of Virac, Catanduanes and is expected to bring 𝐦𝐨𝐝𝐞𝐫𝐚𝐭𝐞 𝐭𝐨 𝐡𝐞𝐚𝐯𝐲 𝐫𝐚𝐢𝐧𝐟𝐚𝐥𝐥 across Northern Mindanao, including areas surrounding Lanao del Norte.

Local authorities have warned that strong winds and rainfall may affect mountainous and coastal areas, with possible flash floods or landslides due to the enhanced weather conditions. Given these risks, all activities at the resort are postponed until further notice. We will resume operations as soon as the weather improves and it is deemed safe to do so.

We advise everyone to stay safe, follow weather advisories closely, and take necessary precautions. 

For the latest updates, please refer to the official PAGASA website: https://www.pagasa.dost.gov.ph/tropical-cyclone/severe-weather-bulletin or visit the official Facebook Page of Iligan City Disaster Risk Reduction & Management Office.",2024-10-22T23:01:58.000Z,Iligan City Tourism Office,1,5,LOOK TINAGO MOUNTAIN RESORT ADVISORY due Tropical Storm Kristine Tinago Mountain Resort temporarily closed ensure safety guests staff according latest pagasa bulletin issued october storm currently located km east virac catanduanes expected bring moderate heavy rainfall across northern mindanao including areas surrounding lanao del norte local authorities warned strong winds rainfall affect mountainous coastal areas possible flash floods landslides due enhanced weather conditions given risks activities resort postponed notice resume operations soon weather improves deemed safe advise everyone stay safe follow weather advisories closely take necessary precautions latest updates please refer official pagasa website visit official facebook page city disaster risk reduction management office,4,Coastal Wind Warning
"𝐑𝐎𝐀𝐃 𝐒𝐀𝐅𝐄𝐓𝐘 𝐓𝐈𝐏𝐒

Let's keep our roads safe for everyone!

For emergencies, just call the hotline numbers 221-8459, 0997-726-2692, 0969-233-7878.

#ICDRRMOPROACTIVE
#RESCUE811
#roadsafetytips",2025-01-12T07:13:43.000Z,,3,5,ROAD SAFETY TIPS lets keep roads safe everyone emergencies call hotline numbers HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_roadsafetytips,8,Emergency Hotlines
"No Low Pressure Areas are being monitored for Tropical Cyclone formation.

All are advised to monitor updates from DOST-PAGASA.",2024-09-24T08:14:03.000Z,DOST-PAGASA,2,10,low pressure areas monitored tropical cyclone formation advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"TROPICAL CYCLONE BULLETIN NR. 22
Typhoon #MarcePH (YINXING)
Issued at 8:00 PM, 07 November 2024
Valid for broadcast until the next bulletin at 11:00 PM today.

LIFE-THREATENING CONDITIONS CONTINUE OVER THE NORTHERN PORTIONS OF CAGAYAN, APAYAO, AND ILOCOS NORTE AS “MARCE” MOVES OVER THE BABUYAN CHANNEL

Location of Center (7:00 PM):
The center of the eye of Typhoon MARCE was estimated based on all available data over the coastal waters of Aparri, Cagayan (18.6°N, 121.7°E) 
Intensity: 
Maximum sustained winds of 175 km/h near the center, gustiness of up to 240 km/h, and central pressure of 940 hPa 
Present Movement:
West northwestward at 10 km/h 
Extent of Tropical Cyclone Winds: 
Strong to typhoon-force winds extend outwards up to 560 km from the center 
 TROPICAL CYCLONE WIND SIGNALS (TCWS) IN EFFECT
TCWS No. 4
Luzon: 
The northern portion of Cagayan (Gonzaga, Santa Ana, Santa Teresita, Lal-Lo, Buguey, Aparri, Camalaniugan, Gattaran, Ballesteros, Allacapan, Abulug, Pamplona, Sanchez-Mira, Claveria, Santa Praxedes, Lasam) including Babuyan Islands, the northern portion of Apayao (Santa Marcela, Luna, Flora, Calanasan, Pudtol), and the northern portion of Ilocos Norte (Pagudpud, Bangui, Vintar, Dumalneg, Adams, Bacarra, Pasuquin, Burgos, Laoag City, Piddig, Carasi, San Nicolas, Sarrat)
Wind threat: Typhoon-force winds
Warning lead time: 12 hours
Range of wind speeds: 118 to 184 km/h (Beaufort 12)
Potential impacts of winds: Significant to severe threat to life and property
TCWS No. 3
Luzon:
Batanes, the rest of Cagayan, the rest of Apayao, the rest of Ilocos Norte, the northern portion of Abra (Tineg, Danglas, Lagayan, Lacub, San Juan, La Paz, Bangued), and the northern portion of Ilocos Sur (Sinait, Cabugao, San Juan, Magsingal, Santo Domingo)
Wind threat: Storm-force winds 
Warning lead time: 18 hours
Range of wind speeds: 89 to 117 km/h (Beaufort 10 to 11)
Potential impacts of winds: Moderate to significant threat to life and property
TCWS No. 2
Luzon: 
The northern and central portions of Isabela (San Pablo, Santa Maria, Divilacan, Tumauini, Maconacon, Cabagan, Santo Tomas, Quezon, Palanan, Ilagan City, Mallig, Delfin Albano, Quirino, San Mariano, Gamu, Roxas, Naguilian, Burgos, Reina Mercedes, Benito Soliven, Luna, Aurora, San Manuel, San Mateo, Alicia, Angadanan, City of Cauayan, Cabatuan), the rest of Abra, Kalinga, Mountain Province, the northern portion of Ifugao (Alfonso Lista, Aguinaldo, Mayoyao, Banaue, Hungduan), the northern portion of Benguet (Bakun, Mankayan), the rest of Ilocos Sur, and the northern portion of La Union (Sudipen, Bangar, Balaoan, Luna, Santol)
Wind threat: Gale-force winds 
Warning lead time: 24 hours
Range of wind speeds: 62 to 88 km/h (Beaufort 8 to 9)
Potential impacts of winds: Minor to moderate threat to life and property
TCWS No. 1
Luzon:
The rest of La Union, Pangasinan, the rest of Ifugao, the rest of Benguet, the rest of Isabela, Quirino, Nueva Vizcaya, the northern and central portions of Aurora (Dilasag, Casiguran, Dinalungan, Dipaculao, Maria Aurora, Baler), the northern portion of Nueva Ecija (Carranglan), and the northern portion of Zambales (Santa Cruz, Candelaria)
Wind threat: Strong winds 
Warning lead time: 36 hours
Range of wind speeds: 39 to 61 km/h (Beaufort 6 to 7)
Potential impacts of winds: Minimal to minor threat to life and property
OTHER HAZARDS AFFECTING LAND AREAS
Heavy Rainfall Outlook
Refer to Weather Advisory No. 19 issued at 8:00 PM today for the Heavy Rainfall Outlook associated with MARCE.
Severe Winds
The wind signals warn the public of the general wind threat over an area due to the tropical cyclone. Local winds may be slightly stronger/enhanced in coastal and upland/mountainous areas exposed to winds. Winds are less strong in areas sheltered from the prevailing wind direction.
• Significant to severe impacts from typhoon-force winds are possible within any of the areas under Wind Signal No. 4.
• Moderate to significant impacts from gale-force winds are possible within any of the areas under Wind Signal No. 3.
• Minor to moderate impacts from gale-force winds are possible within any of the areas under Wind Signal No. 2.
• Minimal to minor impacts from strong winds are possible within any of the areas under Wind Signal No. 1.
Furthermore, the northeasterly wind flow and the periphery of MARCE will also bring strong to gale-force gusts over the following areas (especially in coastal and upland areas exposed to winds):
• Today (7 November): Zambales, Bataan, and Polillo Islands
• Tomorrow (8 November): Batanes, Cagayan including Babuyan Islands, Isabela, and Ilocos Region.
• Saturday (9 November): Batanes and Babuyan Islands
Coastal Inundation 
There is a high risk of life-threatening storm surge with peak surge heights exceeding 3.0 m in the next 48 hours over the low-lying or exposed coastal localities of Batanes, Cagayan including Babuyan Islands, Isabela, Ilocos Norte, Ilocos Sur, and La Union. Refer to Storm Surge Warning No. 10 issued at 8:00 PM today for the details.
HAZARDS AFFECTING COASTAL WATERS
A Gale Warning is hoisted over the seaboards of Northern Luzon and the western seaboard of Central Luzon. For more information, refer to Gale Warning No. 8 issued at 5:00 PM today.
24-Hour Sea Condition Outlook
Up to very rough, high, or very high seas over the following coastal waters:
• Up to 12.0 m: The seaboard of Babuyan Islands and Ilocos Norte; the northern seaboard of mainland Cagayan.
• Up to 8.0 m: The remaining seaboard of Cagayan.
• Up to 7.0 m: The seaboards of Batanes and Ilocos Sur.
• Up to 5.0 m: The remaining seaboard of Ilocos Region; 
• Up to 4.5 m: The seaboards of northern Zambales and Isabela.
Sea travel is risky for all types or tonnage of vessels. All mariners must remain in port or, if underway, seek shelter or safe harbor as soon as possible until winds and waves subside. 
Up to rough seas over the following coastal waters: 
• Up to 4.0 m: The seaboard of Kalayaan Islands
• Up to 3.5 m: The seaboards of Camarines Norte and northern Aurora, the remaining seaboard of Zambales.
• Up to 3.0 m: The northern and eastern seaboards of Polillo Islands and Catanduanes; the northern seaboard of Camarines Sur; the western seaboard of Bataan, Lubang Islands, Calamian islands and mainland Palawan
Mariners of small seacrafts, including all types of motorbancas, are advised not to venture out to sea under these conditions, especially if inexperienced or operating ill-equipped vessels.
Up to moderate seas over the following coastal waters:
• Up to 2.5 m: The northern and eastern seaboards of Northern Samar; the eastern seaboards of Albay, Sorsogon, and Eastern Samar; the remaining seaboard of Aurora; the seaboard of northern Quezon.
• Up to 2.0 m: The western seaboards of Occidental Mindoro and Batangas; the eastern seaboards of Camarines Sur, Dinagat Islands, and Surigao del Sur
Mariners of motorbancas and similarly-sized vessels are advised to take precautionary measures while venturing out to sea and, if possible, avoid navigation under these conditions.
TRACK AND INTENSITY OUTLOOK
• Typhoon MARCE will move generally westward, emerge over Aparri Bay, and possibly make another landfall along the coast of northwestern mainland Cagayan tonight. MARCE will emerge over the West Philippines tomorrow (8 November) early morning.
• Regardless of the position of the center of the eye in the next several hours, it must be emphasized that potentially life threatening conditions due to typhoon-force winds, storm surge inundation, and torrential rainfall will be experienced in the Babuyan Islands and the northern portions of mainland Cagayan, Ilocos Norte, and Apayao
• After crossing the northern portion of Northern Luzon, MARCE will continue moving generally westward and exit the Philippine Area of Responsibility (PAR) region tomorrow afternoon or evening. The surge of the northeasterly wind flow will result in a generally southwestward movement beginning on Sunday (10 November).
• The possibility of reaching Super Typhoon category after crossing northeastern Cagayan is still not ruled out. Weakening may begin within the next 12 to 24 hours due to interaction with the terrain of mainland Luzon and the possible dry air intrusion from the prevailing northeasterly wind flow. Nevertheless, it will remain as a typhoon throughout its passage within the PAR region. 
Considering these developments, the public and disaster risk reduction and management offices concerned are advised to take all 4necessary measures to protect life and property. Persons living in areas identified to be highly or very highly susceptible to these hazards are advised to follow evacuation and other instructions from local officials. For heavy rainfall warnings, thunderstorm/rainfall advisories, and other severe weather information specific to your area, please monitor products issued by your local PAGASA Regional Services Division.
The next tropical cyclone bulletin will be issued at 11:00 PM today.

DOST-PAGASA",2024-11-07T12:24:03.000Z,,1,4,tropical cyclone bulletin nr typhoon HASHTAG_marceph yinxing issued pm november valid broadcast next bulletin pm today lifethreatening conditions continue northern portions cagayan apayao ilocos norte marce moves babuyan channel location center pm center eye typhoon marce estimated based available data coastal waters aparri cagayan intensity maximum sustained winds kmh near center gustiness kmh central pressure hpa present movement west northwestward kmh extent tropical cyclone winds strong typhoonforce winds extend outwards km center tropical cyclone wind signals tcws effect tcws luzon northern portion cagayan gonzaga santa ana santa teresita lallo buguey aparri camalaniugan gattaran ballesteros allacapan abulug pamplona sanchezmira claveria santa praxedes lasam including babuyan islands northern portion apayao santa marcela luna flora calanasan pudtol northern portion ilocos norte pagudpud bangui vintar dumalneg adams bacarra pasuquin burgos laoag city piddig carasi san nicolas sarrat wind threat typhoonforce winds warning lead time hours range wind speeds kmh beaufort potential impacts winds significant severe threat life property tcws luzon batanes rest cagayan rest apayao rest ilocos norte northern portion abra tineg danglas lagayan lacub san juan la paz bangued northern portion ilocos sur sinait cabugao san juan magsingal santo domingo wind threat stormforce winds warning lead time hours range wind speeds kmh beaufort potential impacts winds moderate significant threat life property tcws luzon northern central portions isabela san pablo santa maria divilacan tumauini maconacon cabagan santo tomas quezon palanan ilagan city mallig delfin albano quirino san mariano gamu roxas naguilian burgos reina mercedes benito soliven luna aurora san manuel san mateo alicia angadanan city cauayan cabatuan rest abra kalinga mountain province northern portion ifugao alfonso lista aguinaldo mayoyao banaue hungduan northern portion benguet bakun mankayan rest ilocos sur northern portion la union sudipen bangar balaoan luna santol wind threat galeforce winds warning lead time hours range wind speeds kmh beaufort potential impacts winds minor moderate threat life property tcws luzon rest la union pangasinan rest ifugao rest benguet rest isabela quirino nueva vizcaya northern central portions aurora dilasag casiguran dinalungan dipaculao maria aurora baler northern portion nueva ecija carranglan northern portion zambales santa cruz candelaria wind threat strong winds warning lead time hours range wind speeds kmh beaufort potential impacts winds minimal minor threat life property hazards affecting land areas heavy rainfall outlook refer weather advisory issued pm today heavy rainfall outlook associated marce severe winds wind signals warn public general wind threat area due tropical cyclone local winds slightly strongerenhanced coastal uplandmountainous areas exposed winds winds less strong areas sheltered prevailing wind direction significant severe impacts typhoonforce winds possible within areas wind signal moderate significant impacts galeforce winds possible within areas wind signal minor moderate impacts galeforce winds possible within areas wind signal minimal minor impacts strong winds possible within areas wind signal furthermore northeasterly wind flow periphery marce also bring strong galeforce gusts following areas especially coastal upland areas exposed winds today november zambales bataan polillo islands tomorrow november batanes cagayan including babuyan islands isabela ilocos region saturday november batanes babuyan islands coastal inundation high risk lifethreatening storm surge peak surge heights exceeding next hours lowlying exposed coastal localities batanes cagayan including babuyan islands isabela ilocos norte ilocos sur la union refer storm surge warning issued pm today details hazards affecting coastal waters gale warning hoisted seaboards northern luzon western seaboard central luzon information refer gale warning issued pm today hour sea condition outlook rough high high seas following coastal waters seaboard babuyan islands ilocos norte northern seaboard mainland cagayan remaining seaboard cagayan seaboards batanes ilocos sur remaining seaboard ilocos region seaboards northern zambales isabela sea travel risky types tonnage vessels mariners must remain port underway seek shelter safe harbor soon possible winds waves subside rough seas following coastal waters seaboard kalayaan islands seaboards camarines norte northern aurora remaining seaboard zambales northern eastern seaboards polillo islands catanduanes northern seaboard camarines sur western seaboard bataan lubang islands calamian islands mainland palawan mariners small seacrafts including types motorbancas advised venture sea conditions especially inexperienced operating illequipped vessels moderate seas following coastal waters northern eastern seaboards northern samar eastern seaboards albay sorsogon eastern samar remaining seaboard aurora seaboard northern quezon western seaboards occidental mindoro batangas eastern seaboards camarines sur dinagat islands surigao del sur mariners motorbancas similarlysized vessels advised take precautionary measures venturing sea possible avoid navigation conditions track intensity outlook typhoon marce move generally westward emerge aparri bay possibly make another landfall along coast northwestern mainland cagayan tonight marce emerge west philippines tomorrow november early morning regardless position center eye next several hours must emphasized potentially life threatening conditions due typhoonforce winds storm surge inundation torrential rainfall experienced babuyan islands northern portions mainland cagayan ilocos norte apayao crossing northern portion northern luzon marce continue moving generally westward exit philippine area responsibility par region tomorrow afternoon evening surge northeasterly wind flow result generally southwestward movement beginning sunday november possibility reaching super typhoon category crossing northeastern cagayan still ruled weakening begin within next hours due interaction terrain mainland luzon possible dry air intrusion prevailing northeasterly wind flow nevertheless remain typhoon throughout passage within par region considering developments public disaster risk reduction management offices concerned advised take necessary measures protect life property persons living areas identified highly highly susceptible hazards advised follow evacuation instructions local officials heavy rainfall warnings thunderstormrainfall advisories severe weather information specific area please monitor products issued local pagasa regional services division next tropical cyclone bulletin issued pm today dostpagasa,4,Coastal Wind Warning
"Ang kahimtang sa atong mga suba karon, MONDAY, SEPTEMBER 30, 2024.
NORMAL ang LEBEL sa tubig sa atong mga suba ron sa Tubod og Mandulog.

Ang ICDRRMO magpabilin sa pag monitor. 
Alang sa emergencies tawag lang sa hotline nos. 225-3215, 221-8459, 0997-726-2692, 0969-233-7878.
𝘛𝘢𝘯-𝘢𝘸𝘢 𝘢𝘯𝘨 𝘶𝘣𝘢𝘯 𝘱𝘢𝘯𝘨 𝘮𝘨𝘢 𝘶𝘱𝘥𝘢𝘵𝘦𝘴 𝘴𝘢 𝘤𝘰𝘮𝘮𝘦𝘯𝘵 𝘴𝘦𝘤𝘵𝘪𝘰𝘯.
#ICDRRMOPROACTIVE
#RESCUE811 
#AsensoIliganon 
#rivermonitoring
#ecitizenph",2024-09-30T12:47:18.000Z,,2,30,kahimtang atong suba karon monday september normal lebel tubig atong suba ron tubod mandulog icdrrmo magpabilin pag monitor alang emergencies tawag lang hotline nos Tanawa uban pang updates comment section HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon HASHTAG_rivermonitoring HASHTAG_ecitizenph,2,Thunderstorm Safety Advisory
"Heavy Rainfall Warning No. 1  #MINPRSD
Weather System: Easterlies 
Issued at 03:01 PM 24 February 2025

𝗟𝗶𝗴𝗵𝘁 𝘁𝗼 𝗠𝗼𝗱𝗲𝗿𝗮𝘁𝗲 𝗿𝗮𝗶𝗻𝘀 are expected over Lanao Del Norte (SultanNagaDimaporo, Nunungan, Sapad, Kapatagan, 𝗜𝗹𝗶𝗴𝗮𝗻𝗖𝗶𝘁𝘆, Linamon, Matungao).

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 05:00 PM Today.

Source: Mindanao Prsd",2025-02-24T07:14:39.000Z,,2,8,heavy rainfall warning HASHTAG_minprsd weather system easterlies issued pm february Light Moderate rains expected lanao del norte sultannagadimaporo nunungan sapad kapatagan IliganCity linamon matungao public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today source mindanao prsd,1,Public Weather Advisory
"𝗜𝗹𝗶𝗴𝗮𝗻 𝗖𝗶𝘁𝘆 𝗗𝗶𝘀𝗮𝘀𝘁𝗲𝗿 𝗥𝗶𝘀𝗸 𝗥𝗲𝗱𝘂𝗰𝘁𝗶𝗼𝗻 & 𝗠𝗮𝗻𝗮𝗴𝗲𝗺𝗲𝗻𝘁 𝗢𝗳𝗳𝗶𝗰𝗲 (ICDRRMO) proudly presents its testimonial video, showcasing impactful stories and concrete examples of how the Office of Civil Defense (OCD) has transformed disaster resilience in Iligan City. Highlighting the collaborative efforts and innovative initiatives, this video captures the essence of progress and service.

#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2025-01-14T05:05:04.000Z,,84,97,Iligan City Disaster Risk Reduction Management Office icdrrmo proudly presents testimonial video showcasing impactful stories concrete examples office civil defense ocd transformed disaster resilience city highlighting collaborative efforts innovative initiatives video captures essence progress service HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"𝟏𝟖 𝗢𝗖𝗧𝗢𝗕𝗘𝗥 𝟮𝟬𝟮𝟰 | Clearing operation of an uprooted mango tree in Brgy. Maria Cristina.

#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2024-10-18T04:48:25.000Z,,0,8,OCTOBER clearing operation uprooted mango tree brgy maria cristina HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"No Low Pressure Areas are being monitored for Tropical Cyclone formation as of 4PM today.

All are advised to monitor updates from DOST-PAGASA.",2024-10-11T08:17:10.000Z,DOST-PAGASA,2,7,low pressure areas monitored tropical cyclone formation pm today advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"As of 8:00 PM today, No Low Pressure Areas are being monitored for tropical cyclone formation.
All are advised to monitor updates from DOST-PAGASA",2025-01-07T14:04:11.000Z,DOST-PAGASA,1,7,pm today low pressure areas monitored tropical cyclone formation advised monitor updates dostpagasa,3,PAGASA Weather Advisory
"General Flood Advisory
Issued at 6AM, 24 October 2024

Region 10 (Northern Mindanao) GFA#7",2024-10-23T23:58:12.000Z,Hmd Ffws Dost-pagasa,3,11,general flood advisory issued october region northern mindanao gfaHASHTAG_,5,General Flood Advisory
"Rainfall Advisory No. 1  #MINPRSD
Weather System: Trough of Typhoon (TY) Marce
Issued at 05:30 PM 05 November 2024

𝐋𝐢𝐠𝐡𝐭 𝐭𝐨 𝐌𝐨𝐝𝐞𝐫𝐚𝐭𝐞 𝐫𝐚𝐢𝐧𝐬 are expected over 𝐋𝐚𝐧𝐚𝐨 𝐃𝐞𝐥 𝐍𝐨𝐫𝐭𝐞 (𝐈𝐥𝐢𝐠𝐚𝐧 𝐂𝐢𝐭𝐲) within the next 1-2 hours.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 8:30 PM Today.",2024-11-05T09:43:48.000Z,,4,10,rainfall advisory HASHTAG_minprsd weather system trough typhoon ty marce issued pm november Light Moderate rains expected Lanao Del Norte Iligan City within next hours public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today,1,Public Weather Advisory
"Heavy Rainfall Warning No. 1  #MINPRSD
Weather System: Intertropical Convergence Zone (ITCZ) 
Issued at 01:00 PM 10 December 2024

𝗠𝗼𝗱𝗲𝗿𝗮𝘁𝗲 𝘁𝗼 𝗼𝗰𝗰𝗮𝘀𝗶𝗼𝗻𝗮𝗹𝗹𝘆 𝗵𝗲𝗮𝘃𝘆 𝗿𝗮𝗶𝗻𝘀 affecting 𝗟𝗮𝗻𝗮𝗼 𝗗𝗲𝗹 𝗡𝗼𝗿𝘁𝗲 (𝗜𝗟𝗜𝗚𝗔𝗡 𝗖𝗜𝗧𝗬, Tubod, Baroy, Salvador, Sapad, Kapatagan) which may persist within 2-3 hours and may affect nearby areas.

The public and the Disaster Risk Reduction and Management Offices concerned are advised to MONITOR the weather condition and watch for the next warning to be issued at 04:00 PM Today.

Source: Mindanao Prsd",2024-12-10T05:16:56.000Z,,1,12,heavy rainfall warning HASHTAG_minprsd weather system intertropical convergence zone itcz issued pm december Moderate occasionally heavy rains affecting Lanao Del Norte ILIGAN CITY tubod baroy salvador sapad kapatagan persist within hours affect nearby areas public disaster risk reduction management offices concerned advised monitor weather condition watch next warning issued pm today source mindanao prsd,1,Public Weather Advisory
"𝐎𝐩𝐞𝐫𝐚𝐭𝐢𝐨𝐧𝐬 & 𝐖𝐚𝐫𝐧𝐢𝐧𝐠 𝐑𝐞𝐬𝐩𝐨𝐧𝐬𝐞𝐬
𝐉𝐚𝐧𝐮𝐚𝐫𝐲 𝟏𝟔, 𝟐𝟎𝟐𝟓 | 𝐓𝐡𝐮𝐫𝐬𝐝𝐚𝐲
_____________________________
𝗙𝗼𝗿 𝗲𝗺𝗲𝗿𝗴𝗲𝗻𝗰𝗶𝗲𝘀, 𝗷𝘂𝘀𝘁 𝗰𝗮𝗹𝗹:
Telephone: (63) 221-8459 / 225-3215
TM/Globe: 0997-726-2692 
Smart: 0969-233-7878
#ICDRRMOPROACTIVE
#RESCUE811
#opsandwarning
#AsensoIliganon",2025-01-17T00:07:12.000Z,,0,9,Operations Warning Responses January Thursday _____________________________ For emergencies call telephone tmglobe smart HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_opsandwarning HASHTAG_asensoiliganon,8,Emergency Hotlines
"Rainfall Advisory No. 8  FINAL  #MINPRSD
Weather System: Easterlies 
Issued at 09:00 PM 16 January 2025

All Rainfall Advisories over forecast areas are now terminated.

Source: Mindanao Prsd",2025-01-16T13:19:21.000Z,,1,6,rainfall advisory final HASHTAG_minprsd weather system easterlies issued pm january rainfall advisories forecast areas terminated source mindanao prsd,1,Public Weather Advisory
"𝐈𝐂𝐃𝐑𝐑𝐌𝐎 𝐋𝐎𝐂𝐀𝐋𝐈𝐙𝐄𝐃 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐔𝐏𝐃𝐀𝐓𝐄:
As of 02:30 PM | 03 NOVEMBER 2024

Heavy rains are being experienced over Barangay Rogongon, Iligan City.

𝗔𝗹𝗹 𝗿𝗶𝘃𝗲𝗿 𝗰𝗵𝗮𝗻𝗻𝗲𝗹𝘀 𝗮𝗿𝗲 𝗯𝗲𝗶𝗻𝗴 𝗺𝗼𝗻𝗶𝘁𝗼𝗿𝗲𝗱 𝗮𝗻𝗱 𝗮𝗿𝗲 𝗮𝘁 𝗻𝗼𝗿𝗺𝗮𝗹 𝘄𝗮𝘁𝗲𝗿 𝗹𝗲𝘃𝗲𝗹𝘀.

The ICDRRMO will continue to monitor. For emergencies, just call the hotline numbers 225-3215, 221-8459, 0997-726-2692, 0969-233-7878.",2024-11-03T06:34:31.000Z,,6,21,ICDRRMO LOCALIZED WEATHER UPDATE pm november heavy rains experienced barangay rogongon city All river channels monitored normal water levels icdrrmo continue monitor emergencies call hotline numbers,3,PAGASA Weather Advisory
"𝟐𝟐 𝐎𝐜𝐭𝐨𝐛𝐞𝐫 𝟐𝟎𝟐𝟒  | Tree clearing operation at Purok 3, Barangay Saray.

#ICDRRMOPROACTIVE
#RESCUE811
#AsensoIliganon",2024-10-22T16:39:39.000Z,,9,24,October tree clearing operation purok barangay saray HASHTAG_icdrrmoproactive HASHTAG_rescue HASHTAG_asensoiliganon,8,Emergency Hotlines
"𝐈𝐂𝐃𝐑𝐑𝐌𝐎 𝐖𝐄𝐀𝐓𝐇𝐄𝐑 𝐔𝐏𝐃𝐀𝐓𝐄
Issued at 5:00 AM 22 October 2024

𝐒𝐘𝐍𝐎𝐏𝐒𝐈𝐒: At 3:00 AM today, the center of Tropical Storm ""KRISTINE"" {TRAMI} was estimated based on all available data at 400 km East of Virac, Catanduanes (13.2°N, 127.9°E) with maximum sustained winds of 65 km/h near the center and gustiness of up to 80 km/h. It is moving West at 15 km/h. 

𝐅𝐎𝐑𝐄𝐂𝐀𝐒𝐓: Zamboanga Peninsula, Northern Mindanao, Basilan, Sulu, Tawi-Tawi will have cloudy skies with scattered rainshowers and thunderstorms due to Trough of TS Kristine. Possible flash floods or landslides due to moderate to at times heavy rains. Rest of Mindanao will have partly cloudy to cloudy skies with isolated rainshowers and thunderstorms due to the Trough of TS Kristine. Moderate to strong winds from west to southwest with moderate to rough seas (1.2 to 4.0 meters).

𝘚𝘖𝘜𝘙𝘊𝘌:  𝘋𝘖𝘚𝘛 𝘗𝘈𝘎𝘈𝘚𝘈 𝘔𝘐𝘕𝘋𝘈𝘕𝘈𝘖 𝘗𝘙𝘚𝘋",2024-10-21T22:04:43.000Z,,26,20,ICDRRMO WEATHER UPDATE issued october SYNOPSIS today center tropical storm kristine trami estimated based available data km east virac catanduanes maximum sustained winds kmh near center gustiness kmh moving west kmh FORECAST zamboanga peninsula northern mindanao basilan sulu tawitawi cloudy skies scattered rainshowers thunderstorms due trough ts kristine possible flash floods landslides due moderate times heavy rains rest mindanao partly cloudy cloudy skies isolated rainshowers thunderstorms due trough ts kristine moderate strong winds west southwest moderate rough seas meters SOURCE DOST PAGASA MINDANAO PRSD,9,Weather Advisory
